C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_148.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_148.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_148.jpg, 0, 0, 0, 7.839976E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_248.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_248.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_248.jpg, 0, 0, 0, 7.853127E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_349.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_349.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_349.jpg, 0, 0, 0, 7.880522E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_463.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_463.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_463.jpg, 0, 0, 0, 7.77238E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_563.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_563.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_563.jpg, 0, 0, 0, 8.015146E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_673.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_673.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_673.jpg, 0, 0, 0, 7.823294E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_785.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_785.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_785.jpg, 0, 0, 0, 7.778081E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_00_898.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_00_898.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_00_898.jpg, 0, 0, 0, 7.815572E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_017.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_017.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_017.jpg, 0, 0, 0, 7.804753E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_116.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_116.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_116.jpg, 0, 0, 0, 7.796045E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_219.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_219.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_219.jpg, 0, 0, 0, 8.055894E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_326.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_326.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_326.jpg, 0, 0, 0, 7.949716E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_445.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_445.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_445.jpg, 0, 0, 0, 7.876099E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_547.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_547.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_547.jpg, 0, 0, 0, 7.761456E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_653.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_653.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_653.jpg, 0, 0, 0, 7.84009E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_756.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_756.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_756.jpg, 0, 0, 0, 7.779153E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_865.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_865.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_865.jpg, 0, 0, 0, 7.841994E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_01_982.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_01_982.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_01_982.jpg, 0, 0, 0, 7.781024E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_02_087.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_02_087.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_02_087.jpg, 0, 0, 0, 7.838596E-05
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_02_191.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_02_191.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_02_191.jpg, 0, 0.0484018, 0, 0.001069799
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_02_293.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_02_293.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_02_293.jpg, 0, 0.3594514, 0, 0.3066543
C:\Users\aditya\Desktop\DataAV\IMG\center_2019_01_27_21_41_02_402.jpg, C:\Users\aditya\Desktop\DataAV\IMG\left_2019_01_27_21_41_02_402.jpg, C:\Users\aditya\Desktop\DataAV\IMG\right_2019_01_27_21_41_02_402.jpg, 0, 0.6946182, 0, 1.151913
